iter	Logloss
0	0.6286736737
1	0.5899772243
2	0.5334310482
3	0.4911996825
4	0.4466217333
5	0.3995982524
6	0.3638896728
7	0.3391746097
8	0.3032036807
9	0.2806468188
10	0.2600270157
11	0.2389186337
12	0.2218082222
13	0.1989596186
14	0.1802129254
15	0.1627046101
16	0.1496227328
17	0.1351027178
18	0.1222595698
19	0.1098613282
20	0.09921287364
21	0.09145179
22	0.08261816598
23	0.07547083854
24	0.07119379679
25	0.06492521525
26	0.05961498135
27	0.05723910986
28	0.05273307285
29	0.04877629105
30	0.04580130337
31	0.04184005258
32	0.03830801785
33	0.03628906621
34	0.03345770142
35	0.03128937528
36	0.02948530104
37	0.02862268343
38	0.02759917779
39	0.02590669003
40	0.02441513729
41	0.02355340196
42	0.02278669255
43	0.02204744832
44	0.02104044504
45	0.02007748339
46	0.02002161209
47	0.01941499447
48	0.01837595114
49	0.0180678992
50	0.01802510724
51	0.01797493916
52	0.01791663558
53	0.01744869553
54	0.01708550684
55	0.01676447181
56	0.01660530819
57	0.01621538313
58	0.01618736613
59	0.01615710529
60	0.01591993575
61	0.01580664777
62	0.01545697357
63	0.01543202934
64	0.01540681834
65	0.0153822784
66	0.01536015936
67	0.01533816951
68	0.0153178089
69	0.01500369796
70	0.01498448124
71	0.01496543211
72	0.01494582939
73	0.01492787013
74	0.01462389052
75	0.01460728501
76	0.01458454252
77	0.01382762804
78	0.01381366402
79	0.01379999657
80	0.01378606567
81	0.01377268087
82	0.01375941736
83	0.01306496847
84	0.01289477996
85	0.0128750153
86	0.01242216762
87	0.01241064998
88	0.01239869873
89	0.01238707176
90	0.01237711367
91	0.01216577079
92	0.01215549726
93	0.01141531163
94	0.01140490613
95	0.01139382596
96	0.0111270974
97	0.01111829475
98	0.01096554948
99	0.01095646589
100	0.01094832686
101	0.01083000391
102	0.01082176313
103	0.01081408584
104	0.01080654833
105	0.01079865663
106	0.01068011458
107	0.01067282142
108	0.01066479784
109	0.01042373147
110	0.0104171565
111	0.01041083128
112	0.01040470717
113	0.01039477094
114	0.01038900588
115	0.01002677354
116	0.009764139734
117	0.009427354179
118	0.009421880504
119	0.009416674041
120	0.009411306996
121	0.009406941366
122	0.009402487662
123	0.009397624759
124	0.009393576071
125	0.009363301497
126	0.00926789193
127	0.009039349109
128	0.009039362152
129	0.008618900421
130	0.008615340556
131	0.008421533404
132	0.008417344255
133	0.008413622384
134	0.008330403838
135	0.008330417537
136	0.008330436758
137	0.008326980018
138	0.008254178554
139	0.007795948094
140	0.007680034235
141	0.00767756651
142	0.007352389597
143	0.007352363511
144	0.007352373838
145	0.006991511365
146	0.006991512081
147	0.00690213087
148	0.00690213087
149	0.006902122632
150	0.006898425489
151	0.006892747398
152	0.006892022494
153	0.006818603544
154	0.006614356444
155	0.006558413022
156	0.006505152726
157	0.006505135927
158	0.006501904518
159	0.006501836528
160	0.006501760241
161	0.006440935124
162	0.006440941302
163	0.006440950913
164	0.006440939183
165	0.006440939183
166	0.006339082792
167	0.006242368814
168	0.00624233861
169	0.005986445418
170	0.005986469385
171	0.005984823988
172	0.005915774889
173	0.005864365743
174	0.005864359535
175	0.005639715024
176	0.005406730256
177	0.005403596971
178	0.00540151007
179	0.005401513443
180	0.005400083786
181	0.005265887154
182	0.00526373408
183	0.00526192215
184	0.00501930722
185	0.005017655491
186	0.004987919042
187	0.004794309814
188	0.004792020367
189	0.004792005265
190	0.004791986044
191	0.004789763175
192	0.004789758713
193	0.004788121773
194	0.004761522746
195	0.004650179517
196	0.004593304111
197	0.004593305827
198	0.004591741279
199	0.004543298055
200	0.004543295966
201	0.004542047999
202	0.004540010565
203	0.004539882195
204	0.004539864661
205	0.004528450664
206	0.004528443457
207	0.004309978711
208	0.004309978711
209	0.004309978711
210	0.004309993127
211	0.004258944106
212	0.004258957835
213	0.004258918393
214	0.004258903291
215	0.004258913558
216	0.004258906723
217	0.004258915647
218	0.004257140384
219	0.004201560276
220	0.004201566425
221	0.004201555441
222	0.004201545144
223	0.004200301206
224	0.004200298804
225	0.004199039137
226	0.004197694632
227	0.004197704585
228	0.004197704585
229	0.004196419489
230	0.004196070723
231	0.004196069694
232	0.004183620063
233	0.004183609736
234	0.004183574726
235	0.004183574726
236	0.004183586053
237	0.004183547267
238	0.004182021192
239	0.004180439915
240	0.004180408024
241	0.004180416948
242	0.004180416262
243	0.004180367493
244	0.004179628108
245	0.004179615487
246	0.004178279279
247	0.004178279965
248	0.004140739133
249	0.004137842496
250	0.004137823961
251	0.004109755061
252	0.004109759179
253	0.004109565252
254	0.004082735827
255	0.004082735827
256	0.004082267851
257	0.004079801719
258	0.004079809956
259	0.003927468938
260	0.003927468938
261	0.003883296681
262	0.003827486268
263	0.003738957172
264	0.00373896335
265	0.003732178912
266	0.003732184061
267	0.003732168615
268	0.00373217548
269	0.003732164496
270	0.00372710615
271	0.003673103883
272	0.003673085349
273	0.003668704594
274	0.003668705623
275	0.003668712831
276	0.003660314839
277	0.003643564217
278	0.003643573141
279	0.003642872885
280	0.003604717241
281	0.003573023291
282	0.003573029126
283	0.003573008532
284	0.003573012337
285	0.003573030186
286	0.003573030186
287	0.003509930952
288	0.0035099234
