accommodates,availability_30,bathrooms,bed_type_Real Bed,bed_type_Futon,bed_type_Airbed,bed_type_Pull-out Sofa,bed_type_Couch,bedrooms,beds,calculated_host_listings_count,cancellation_policy_flexible,cancellation_policy_strict,cancellation_policy_moderate,cancellation_policy_super_strict_30,cancellation_policy_no_refunds,guests_included,host_is_superhost,host_listings_count,instant_bookable,maximum_nights,number_of_reviews,property_type_Apartment,property_type_House,property_type_Townhouse,property_type_Other,property_type_Cabin,property_type_Loft,property_type_Condominium,property_type_Camper/RV,property_type_Tent,property_type_Bungalow,property_type_Bed & Breakfast,property_type_Villa,property_type_Boat,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_rating,review_scores_value,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,price
2.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,365.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,100.0,10.0,0.0,1.0,0.0,300
10.0,30.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,10.0,87.0,8.0,1.0,0.0,0.0,1250
2.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,90.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,95.0,10.0,0.0,1.0,0.0,50
6.0,28.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,30.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,100.0,9.0,1.0,0.0,0.0,300
3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,365.0,103.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,97.0,10.0,1.0,0.0,0.0,99
3.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,10.0,60.0,7.0,1.0,0.0,0.0,300
2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,31.0,140.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,97.0,10.0,1.0,0.0,0.0,49
4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,10.0,80.0,8.0,1.0,0.0,0.0,250
2.0,16.0,1.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,22.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,91.0,9.0,0.0,1.0,0.0,46
7.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,180.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,100.0,9.0,1.0,0.0,0.0,250
2.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,98.0,9.0,1.0,0.0,0.0,125
4.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,87.0,9.0,1.0,0.0,0.0,130
2.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,30.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,100.0,10.0,0.0,1.0,0.0,80
6.0,30.0,2.5,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,30.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,95.0,8.0,1.0,0.0,0.0,525
4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,100.0,10.0,1.0,0.0,0.0,1000
6.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,365.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,96.0,10.0,1.0,0.0,0.0,221
6.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,100.0,10.0,1.0,0.0,0.0,350
2.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,7.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,10.0,94.0,9.0,0.0,1.0,0.0,96
6.0,28.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,30.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10.0,95.0,9.0,1.0,0.0,0.0,145
10.0,28.0,2.5,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,14.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,100.0,10.0,1.0,0.0,0.0,725
2.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,9.0,87.0,10.0,1.0,0.0,0.0,100
2.0,28.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,60.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,100.0,10.0,0.0,1.0,0.0,95
4.0,28.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,7.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,9.0,91.0,9.0,1.0,0.0,0.0,135
4.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,13.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,96.0,9.0,1.0,0.0,0.0,99
4.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,90.0,69.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,95.0,9.0,1.0,0.0,0.0,165
9.0,0.0,2.5,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,100.0,10.0,1.0,0.0,0.0,900
8.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,29.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,100.0,10.0,1.0,0.0,0.0,200
4.0,0.0,2.5,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,30.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,100.0,9.0,1.0,0.0,0.0,375
7.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,4.0,0.0,21.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,100.0,10.0,1.0,0.0,0.0,300
5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,60.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,100.0,10.0,1.0,0.0,0.0,450
2.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,21.0,61.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,97.0,10.0,0.0,1.0,0.0,55
3.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,365.0,72.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,98.0,10.0,1.0,0.0,0.0,110
4.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,365.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,9.0,94.0,9.0,1.0,0.0,0.0,113
2.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,90.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,100.0,10.0,0.0,1.0,0.0,39
4.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,30.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,100.0,10.0,0.0,1.0,0.0,50
2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,21.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,99.0,10.0,0.0,1.0,0.0,67
4.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,100.0,10.0,1.0,0.0,0.0,370
4.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,180.0,76.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,97.0,10.0,1.0,0.0,0.0,101
7.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,10.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,8.0,92.0,9.0,1.0,0.0,0.0,155
6.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,80.0,10.0,1.0,0.0,0.0,250
3.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,10.0,134.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,99.0,10.0,0.0,1.0,0.0,70
6.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,95.0,8.0,1.0,0.0,0.0,400
4.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,200.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,99.0,10.0,1.0,0.0,0.0,120
3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,21.0,92.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,99.0,10.0,1.0,0.0,0.0,110
15.0,22.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,60.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,100.0,10.0,1.0,0.0,0.0,600
6.0,23.0,2.5,1.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,14.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,100.0,9.0,1.0,0.0,0.0,379
4.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,1.0,2.0,14.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,21.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,100.0,10.0,0.0,1.0,0.0,99
3.0,29.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,30.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,100.0,10.0,1.0,0.0,0.0,171
6.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,30.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,98.0,9.0,1.0,0.0,0.0,185
4.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,7.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,9.0,93.0,10.0,1.0,0.0,0.0,180
2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,6.0,80.0,6.0,0.0,1.0,0.0,148
6.0,30.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,30.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,100.0,9.0,1.0,0.0,0.0,525
4.0,28.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,9.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,8.0,92.0,8.0,1.0,0.0,0.0,165
2.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,96.0,10.0,0.0,1.0,0.0,89
2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,100.0,10.0,0.0,1.0,0.0,85
2.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,8.0,97.0,9.0,0.0,1.0,0.0,100
2.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,30.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,98.0,10.0,0.0,1.0,0.0,45
2.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,28.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,97.0,9.0,0.0,1.0,0.0,89
4.0,21.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,8.0,80.0,9.0,1.0,0.0,0.0,500
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,60.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,95.0,9.0,0.0,1.0,0.0,65
7.0,30.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,8.0,93.0,10.0,1.0,0.0,0.0,450
8.0,20.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,15.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,100.0,10.0,1.0,0.0,0.0,825
3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,90.0,10.0,1.0,0.0,0.0,200
2.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,99.0,10.0,0.0,1.0,0.0,65
3.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,14.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,96.0,10.0,1.0,0.0,0.0,125
5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,60.0,106.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,98.0,9.0,1.0,0.0,0.0,105
4.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,365.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,92.0,9.0,1.0,0.0,0.0,85
2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,120.0,64.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,94.0,9.0,0.0,1.0,0.0,75
4.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,100.0,10.0,1.0,0.0,0.0,175
6.0,29.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,90.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,100.0,10.0,1.0,0.0,0.0,340
3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,12.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,88.0,9.0,1.0,0.0,0.0,85
3.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,40.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,8.0,98.0,10.0,0.0,1.0,0.0,35
6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,60.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,100.0,10.0,1.0,0.0,0.0,149
3.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,30.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,76.0,8.0,1.0,0.0,0.0,109
8.0,30.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,100.0,9.0,1.0,0.0,0.0,1000
3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,94.0,9.0,1.0,0.0,0.0,95
4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,12.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,100.0,10.0,1.0,0.0,0.0,500
4.0,30.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,180.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,90.0,9.0,1.0,0.0,0.0,145
